0.089864249	0.16805538	0.75975276	0.577362551	0.318345258	0.956965377	1	0	0	0	0	0	0		
0.087893741	0.168062167	0.907391831	0.52738116	0.407486622	0.961796657	1	0	0	0	0	0	0		
0.09235418	0.171607288	0.739802847	0.465282173	0.532270867	0.832924128	1	0	0	0	0	0	0		
0.096422991	0.179044696	0.784207259	0.533758865	0.352092411	0.961449404	1	0	0	0	0	0	0		
0.095342922	0.179197786	0.868733088	0.463802199	0.498899752	0.972652145	1	0	0	0	0	0	0		
0.098752149	0.18503797	0.888806375	0.506367864	0.380385113	0.901810992	1	0	0	0	0	0	0		
0.103422831	0.190917782	0.824951942	0.456470327	0.463071702	0.963955884	1	0	0	0	0	0	0		
0.103707276	0.191491445	0.83081638	0.504491891	0.359545138	0.941554879	1	0	0	0	0	0	0		
0.104857427	0.195077157	0.910739925	0.48480198	0.384228871	0.966366045	1	0	0	0	0	0	0		
0.106840302	0.195653251	0.800873079	0.504263651	0.344862311	0.966106149	1	0	0	0	0	0	0		
0.108905626	0.199683134	0.838642018	0.484568141	0.367348183	0.958174557	1	0	0	0	0	0	0		
0.109128236	0.201293871	0.894290718	0.449129347	0.435812854	0.928391703	1	0	0	0	0	0	0		
0.110323732	0.20286192	0.882794477	0.489727085	0.346049266	0.874367705	1	0	0	0	0	0	0		
0.111292497	0.204323857	0.882051677	0.470291093	0.378407185	0.933018239	1	0	0	0	0	0	0		
0.112591054	0.205215863	0.834951708	0.458573653	0.399287392	0.924527169	1	0	0	0	0	0	0		
0.112982682	0.205254063	0.810882796	0.467982187	0.379602488	0.966274544	1	0	0	0	0	0	0		
0.114462624	0.208549149	0.856586793	0.458450886	0.386810153	0.944137112	1	0	0	0	0	0	0		
0.114784172	0.209346402	0.870043565	0.400517762	0.522804569	0.977170599	1	0	0	0	0	0	0		
0.115711712	0.209908908	0.83398737	0.530679822	0.25567093	0.938613337	1	0	0	0	0	0	0		
0.116020892	0.21026889	0.829463642	0.410426526	0.491907549	0.974137699	1	0	0	0	0	0	0		
0.114466747	0.210527692	0.941960173	0.430138195	0.441779688	0.952253755	1	0	0	0	0	0	0		
0.116523825	0.211656292	0.856605798	0.462032664	0.368014977	0.876472599	1	0	0	0	0	0	0		
0.115732324	0.211687787	0.909326728	0.47680929	0.339352675	0.961631989	1	0	0	0	0	0	0		
0.116247624	0.21341122	0.950147882	0.439673431	0.408463366	0.973249311	1	0	0	0	0	0	0		
0.11896841	0.214659856	0.828394147	0.451465377	0.378544877	0.941044662	1	0	0	0	0	0	0		
0.119186897	0.214659856	0.814485951	0.447116462	0.387630741	0.973232065	1	0	0	0	0	0	0		
0.119458976	0.215868408	0.848728455	0.489202577	0.303399028	0.94139623	1	0	0	0	0	0	0		
0.119401262	0.216099826	0.862284003	0.474366291	0.328912486	0.948770111	1	0	0	0	0	0	0		
0.120963653	0.216393663	0.77588233	0.464124741	0.347129171	0.918694163	1	0	0	0	0	0	0		
0.121544912	0.217960496	0.805778467	0.416668754	0.443436692	0.908182661	1	0	0	0	0	0	0		
0.121821112	0.218851365	0.826188125	0.441624918	0.383672681	0.973389646	1	0	0	0	0	0	0		
0.122501309	0.218901166	0.785691271	0.458646925	0.349030843	0.979500172	1	0	0	0	0	0	0		
0.124080189	0.221621615	0.80219768	0.50781118	0.25617483	0.881935839	1	0	0	0	0	0	0		
0.123284565	0.221757942	0.85751454	0.425388907	0.408132061	0.924468795	1	0	0	0	0	0	0		
0.124096679	0.222934061	0.856513703	0.455305698	0.341675591	0.974464463	1	0	0	0	0	0	0		
0.123733907	0.222983533	0.881244849	0.45680323	0.338641302	0.883195525	1	0	0	0	0	0	0		
0.126149635	0.223082464	0.736063971	0.496320056	0.269712236	0.955085635	1	0	0	0	0	0	0		
0.124158515	0.223354445	0.870407574	0.365796246	0.557576257	0.946167969	1	0	0	0	0	0	0		
0.125836332	0.224163496	0.800546923	0.45114459	0.34554497	0.948646624	1	0	0	0	0	0	0		
0.124715039	0.224169668	0.870157253	0.443000458	0.361694608	0.944368403	1	0	0	0	0	0	0		
0.127139012	0.226135375	0.80323208	0.478227661	0.290124628	0.903836684	1	0	0	0	0	0	0		
0.126578365	0.226682692	0.860569025	0.447931675	0.34324843	0.948771393	1	0	0	0	0	0	0		
0.127501783	0.227346206	0.831685137	0.447776278	0.341313671	0.953386816	1	0	0	0	0	0	0		
0.126846321	0.227524252	0.879385052	0.450590705	0.335303742	0.979556256	1	0	0	0	0	0	0		
0.129773227	0.228051949	0.723402219	0.429155256	0.376597329	0.937419327	1	0	0	0	0	0	0		
0.129356864	0.228971284	0.786642259	0.440031288	0.351030565	0.884166866	1	0	0	0	0	0	0		
0.128293284	0.229154988	0.858928535	0.463973038	0.305442627	0.98453414	1	0	0	0	0	0	0		
0.127934635	0.229381483	0.89035796	0.475511698	0.284897395	0.967355895	1	0	0	0	0	0	0		
0.129010582	0.229944302	0.84815986	0.447235875	0.333699075	0.892455935	1	0	0	0	0	0	0		
0.130263793	0.231318632	0.829421454	0.477867842	0.275279733	0.902872229	1	0	0	0	0	0	0		
0.13089452	0.232415929	0.836951314	0.337895191	0.602583836	0.961171038	1	0	0	0	0	0	0		
0.130226691	0.232805617	0.893542684	0.423432573	0.371802696	0.989418495	1	0	0	0	0	0	0		
0.132057038	0.233401858	0.808024329	0.442203375	0.331973117	0.945384374	1	0	0	0	0	0	0		
0.129954612	0.23351739	0.939787781	0.405261838	0.409395886	0.957277683	1	0	0	0	0	0	0		
0.132040548	0.23352955	0.814291679	0.410220421	0.398033306	0.899428334	1	0	0	0	0	0	0		
